1990	1	31	360	1	3501.6	0.48861	-0.12966	-0.14445	0.66721	-0.36257	-0.87398	-2.303	-1.9357	-1.7679	2.7585	3.5353	-1.077	-0.94827	-1.2604	1.0757	-0.038694	0.026268	0.022736	-0.052163	0.055375	-0.017989	-0.02934	-0.079909	-0.095288	-0.0084913	0.021856	0.027245	0.054426
1990	1	31	360	2	88347	-0.806	-0.056636	-0.79402	0.95025	1.0559	0.71907	-0.59957	-0.34858	0.31899	-0.70515	-0.61437	1.2763	1.42	-0.04438	0.1505	0.13077	-0.015149	0.057163	-0.009632	0.095615	0.031773	0.0042962	-0.074269	-0.023181	0.041809	0.058199	0.038142	-0.0030316
1990	1	31	360	3	47902	-1.0543	-0.48378	-1.0171	-0.29306	1.5859	1.6485	1.6907	2.6713	0.81045	-1.4905	-0.42938	-0.076647	0.42156	0.77044	0.24405	0.14614	0.011735	0.066629	0.029495	0.14394	0.013528	0.0050267	-0.059787	-0.066064	0.083498	0.04845	0.011528	0.056056
1990	1	31	360	4	22050	-0.86356	0.25513	-0.36086	1.2149	-0.01207	0.098441	1.0562	1.1996	-0.24879	-1.0063	-0.95539	-0.31498	-0.49129	0.20743	-0.64144	-0.12913	-0.030515	0.044872	-0.018646	0.15167	-0.017544	-0.016725	-0.063512	-0.050303	0.013987	0.084695	0.055006	0.025694
1990	1	31	360	5	53167	-1.0784	3.4961	-0.77617	-0.78265	0.089272	1.5117	0.46836	1.8555	1.5475	2.2829	0.18642	-0.45574	0.65983	-0.74352	0.11752	-0.24028	-0.027215	0.063535	0.042201	0.014686	0.074025	0.0233	-0.057435	0.0012997	0.028309	0.057943	0.066836	0.064583
1990	1	31	360	6	22522	-0.33546	0.040124	0.93575	0.49879	0.30078	0.38632	0.32865	0.46346	-0.87707	-0.024048	-0.01229	0.57287	0.093288	0.66811	-0.12378	0.43649	0.064647	0.02668	0.0034739	0.10651	0.007371	-0.016488	-0.12624	-0.14442	0.0029322	-0.058107	0.012442	0.10432
1990	1	31	360	7	34963	-0.31425	-0.92033	-0.84813	-2.718	-0.63464	1.6657	-0.53058	-0.58608	0.30585	-0.92182	-0.28556	-0.53351	-0.16642	1.4749	-1.4226	-0.226	0.033433	0.014599	-0.0063879	0.13733	-0.025956	-0.085044	-0.14477	-0.028669	-0.011791	0.095621	0.027148	0.065507
1990	1	31	360	8	52880	-0.76695	-0.87459	-0.67471	-0.76313	-1.1815	-0.6831	-0.22861	-0.54724	-0.053012	-0.58715	-0.40544	-0.44401	-0.19385	-0.82671	-0.57916	-0.86015	-0.0006938	0.0013078	-0.053299	0.096885	-0.033962	-0.058584	-0.097387	-0.055374	-0.032371	0.11635	0.05143	0.088784
1990	1	31	360	9	1.6073e+005	-0.88296	0.1251	-0.63493	0.49251	1.1517	0.32372	1.2712	1.3174	0.62916	0.029285	-0.35521	-0.11674	0.22296	1.1525	-0.061457	0.23651	0.0008215	0.039356	0.0025278	0.094333	0.018065	0.0080584	-0.10047	-0.083861	0.003113	0.07769	0.04108	0.048704
1990	1	31	360	10	15867	0.42768	-0.02944	-0.4227	-1.3004	-1.1192	0.06234	1.9615	0.96487	-0.97822	1.1104	-0.4304	2.1095	1.086	-0.49417	0.014826	0.43455	-0.0053016	0.06717	-0.021403	0.07239	0.0087368	-0.054252	-0.17002	-0.11724	-0.083075	0.12825	0.075484	0.13713
1990	1	31	360	11	16211	1.1567	-0.7352	-0.40642	0.82252	1.2596	2.6996	-0.17058	-0.19809	-0.20848	0.4454	0.61526	0.24325	0.12929	1.6438	0.19175	0.76244	7.38e-005	0.047648	-0.022664	0.14225	0.062975	0.0013485	-0.080123	-0.053141	-0.008371	0.092913	0.038227	0.12103
1990	1	31	360	12	31458	0.53495	-0.36179	-0.83029	0.49721	0.95081	0.68661	1.6218	0.75085	-1.2967	1.106	0.61389	0.25611	-0.21123	1.1058	0.21198	0.13057	0.02243	0.046083	0.015395	0.13664	0.05109	0.017261	-0.065497	-0.036787	0.0037823	0.10611	0.036158	0.085106
1990	1	31	360	13	1.5228e+005	-0.76882	-0.52028	-0.97858	-0.56336	0.83508	0.62392	2.5786	1.5349	-1.1931	0.37277	0.80804	-0.25982	-0.45025	-0.095054	0.30728	0.10668	-0.032409	0.035843	-0.004413	0.12976	0.039391	0.032927	-0.067782	-0.042305	0.017046	0.088751	0.023249	0.035685
1990	1	31	360	14	1.0079e+005	-0.81817	2.2792	-0.22417	0.92376	0.33817	0.014507	0.44251	0.28393	-0.35829	-0.42627	-0.46994	-0.22885	-0.22177	-0.99037	0.11719	0.078873	0.023821	0.015919	-0.037697	0.067449	-0.024056	0.009035	-0.13045	-0.062611	0.011925	0.096988	0.024142	0.057933
1990	1	31	360	15	6675.3	1.4386	-1.742	-0.45803	0.0097054	-0.70408	-0.12842	0.57402	0.14613	-0.8753	0.44378	-0.40567	1.2051	-0.031499	-0.34186	-0.39552	0.13206	0.020051	0.073904	-0.06544	0.099044	0.015965	0.0028992	-0.16741	-0.057507	-0.050275	0.11146	0.040406	0.051604
1990	1	31	360	16	5659	1.2316	0.36907	0.95412	-1.1815	-1.1363	-0.23154	-0.74084	-0.35354	0.32587	0.22624	-0.92593	-0.12821	0.21162	-0.94274	-0.52939	0.36147	0.068549	-0.0199	-0.026129	0.069883	-0.034916	-0.039448	-0.13611	-0.16673	-0.05163	0.069117	0.03459	0.14132
