1	34730	420	4500.8	0.11092	-0.070211	0.067061	0.027551	0.0371	0.06377	0.0019421	0.0082413	0.073048	0.033869	0.066322	0.064167	0.015105
2	34730	420	1.3381e+005	0.13099	0.0090078	0.028393	0.033984	0.0095874	0.01631	0.002336	-0.014239	0.05687	0.0008153	0.033059	0.036971	0.036043
3	34730	420	1.1466e+005	0.13342	0.045855	0.02025	0.037678	0.08226	0.0084568	0.025246	-0.017283	0.089016	0.028808	0.054628	-0.0035688	0.037162
4	34730	420	30163	0.13042	0.050403	0.036015	-0.056187	0.050827	0.041358	0.0075725	0.030777	0.034453	0.022053	0.0029675	-0.020674	0.042302
5	34730	420	70835	0.13348	0.016144	0.078205	0.023757	0.076257	0.025006	-0.033231	0.046814	0.113	0.010148	0.040625	0.039675	0.029585
6	34730	420	59404	0.14154	-0.017101	-0.01419	0.02618	0.057995	0.074295	0.095508	-0.021711	0.014807	-0.10867	-0.039435	-0.066742	0.013385
7	34730	420	46708	0.12328	0.049478	0.031537	0.031847	-0.0016409	0.013766	0.043147	-0.019888	0.0050434	-0.014905	0.035125	-0.039802	0.059965
8	34730	420	68143	0.12015	0.056155	0.016212	-0.024914	0.047356	0.035807	0.037044	0.011852	0.0096177	-0.044671	0.067184	-0.0033554	0.018945
9	34730	420	2.682e+005	0.13024	0.041532	0.012469	0.036095	0.027454	-0.0009705	0.017473	0.0034152	0.061478	0.010508	0.065512	0.021022	0.043233
10	34730	420	21079	0.11776	0.01912	0.070453	-0.018322	0.023437	-0.017652	0.06789	-0.00959	-0.0006844	-0.040153	0.033618	-0.0055025	-0.0396
11	34730	420	70079	0.1376	0.011646	0.054297	-0.089748	-0.018843	0.0010695	0.10606	-0.0076497	0.03994	-0.0093145	0.095536	0.025989	0.061551
12	34730	420	75230	0.13993	0.0009835	0.059216	0.054757	0.014996	0.034579	0.065725	0.0037612	0.078274	0.046825	0.044748	0.011205	0.08946
13	34730	420	2.5575e+005	0.13048	0.030146	0.017264	0.03271	0.027387	0.053966	0.04247	0.01865	0.078933	0.0088671	0.048972	0.075677	0.055481
14	34730	420	1.4332e+005	0.13457	0.058029	0.063931	0.032654	0.024947	0.014063	0.024952	-0.0087988	0.030872	-0.0511	0.061236	0.026515	0.048553
15	34730	420	15389	0.12297	0.041364	0.040012	0.0030561	0.031497	-0.020669	0.04961	0.0030571	-0.023545	-0.073183	0.057812	-0.024781	0.041412
16	34730	420	8941.9	0.13239	0.0097268	-0.015176	0.020683	-0.0041578	0.015228	0.071049	0.021418	-0.029111	-0.071101	-0.0001949	-0.021681	-0.015606
17	34730	420	89728	0.125	0.054318	0.02738	0.007115	0.025814	0.048867	0.026648	-0.0001512	0.018935	-0.0097887	0.043917	-0.0077191	0.025692
18	34730	420	19096	0.12051	0.023263	0.0080831	0.024585	0.021214	0.050675	0.035396	0.037195	-0.016091	0.0091773	0.012692	0.032834	0.0092626
19	34730	420	58089	0.13248	0.026259	0.031019	0.022775	0.027916	0.04244	0.070915	0.005186	-0.035381	-0.056737	0.068469	-0.016756	0.024857
20	34730	420	3884.6	0.12251	-0.054279	0.05896	0.042717	0.023689	0.034679	0.082977	-0.0092949	0.017911	-0.029033	0.061018	0.017553	-0.0062745
21	34730	420	78942	0.1278	0.051564	0.065334	0.056756	0.03257	0.041534	0.08353	-0.022316	-0.030158	-0.040561	0.04316	-0.0077998	0.025264
22	34730	420	72875	0.13289	0.061943	0.0075792	0.049631	0.020907	0.085063	0.067895	0.0049829	0.044648	-0.039384	0.063148	-0.035684	-0.0059824
23	34730	420	1.3615e+005	0.11804	0.044096	0.018753	0.033572	0.047457	0.01512	0.020564	0.013343	-0.0032308	-0.045772	0.061961	0.042728	0.035505
24	34730	420	52375	0.12941	0.062898	0.075351	0.036207	0.06794	0.053209	0.072567	-0.020507	0.036734	-0.02536	0.099977	0.024705	0.026961
25	34730	420	4607.3	0.12388	0.061767	0.0085296	-0.0040449	-0.052674	0.027146	0.1125	0.030512	0.017203	-0.043012	0.048604	-0.001256	-0.013464
26	34730	420	11152	0.12255	0.057147	0.067712	0.058503	0.031418	0.061756	-0.000476	-0.0083481	0.053973	-0.011075	0.092856	0.051518	-0.017188
27	34730	420	29020	0.11145	0.066336	0.15619	-0.012961	0.027388	1.52e-007	-0.0057923	0.006749	0.015661	-0.12494	0.11063	0.0013509	0.18057
28	34730	420	24346	0.12664	0.027619	0.041201	0.0064075	-0.0026058	0.047932	0.09805	0.02103	-0.0063323	-0.075206	0.081964	0.01977	0.055878
29	34730	420	27394	0.13034	-0.0010543	0.067178	0.024179	0.045588	-0.034312	0.039899	-0.053402	0.047726	-0.0047602	0.045061	0.093158	-0.0099598
30	34730	420	3.213e+005	0.1268	0.043512	0.051949	0.028077	0.034977	-0.030748	0.029877	-0.011468	0.013371	-0.0081814	0.043388	0.063889	0.003354
31	34730	420	2.939e+005	0.11612	0.012359	-0.016357	0.024276	0.058134	-0.0038619	-0.0029416	0.006321	0.056911	0.016551	0.016365	0.048412	0.019948
32	34730	420	3.152e+005	0.12292	0.010219	0.0070155	0.012994	0.011151	0.045505	0.050694	0.038268	0.063071	-0.015035	0.032807	0.027077	0.013377
33	34730	420	21759	0.12405	0.030239	0.051347	0.0002595	-0.0048842	0.054522	0.023837	0.0002404	0.045028	-0.029518	0.015853	0.024503	-0.0063543
34	34730	420	2.4063e+005	0.13945	0.055283	0.043135	0.035683	0.011525	0.082113	0.065433	0.0037918	0.025652	0.032803	0.027193	-0.0038923	0.011483
35	34730	420	1.3991e+005	0.14639	0.051758	0.064757	0.091445	0.014621	0.06668	0.077994	0.028178	-0.0079472	0.023778	0.015465	-0.058051	0.064843
36	34730	420	1.3905e+005	0.13698	0.087263	0.06223	0.098104	0.059907	0.10989	0.075816	-0.016651	0.003159	-0.016671	-0.035414	-0.050026	0.011009
37	34730	420	46116	0.13851	0.097507	0.059175	0.096777	0.013843	0.11622	0.071013	0.014883	0.03678	0.04589	-0.076907	0.0050547	-0.0013562
38	34730	420	68999	0.13264	0.090196	0.011385	0.027348	0.035799	0.066337	0.01976	0.0051897	0.0071358	-0.02541	0.032029	0.002216	0.026865
39	34730	420	39278	0.12667	0.079561	0.032949	-0.0089978	0.01681	-0.0065765	0.007941	-0.013095	-0.0098261	-0.032692	0.11214	-0.010018	-0.011116
40	34730	420	73312	0.11946	0.063264	0.027553	0.032079	-0.0032737	0.048884	0.058153	-0.0001977	0.023119	-0.015346	0.068879	-0.015428	0.0071291
41	34730	420	87194	0.12585	0.02694	0.022378	0.011708	0.013717	0.045478	0.060103	-0.0064805	0.014299	-0.028198	0.03218	0.023495	-0.0006168
42	34730	420	2.5377e+005	0.12242	0.024183	0.041425	-0.033368	0.02902	0.053708	0.038879	-0.034095	0.030489	-0.075248	0.062711	-0.017045	-0.014666
43	34730	420	68871	0.11997	0.033433	0.028327	0.026788	0.034201	0.025966	0.011335	-0.016878	0.01547	-0.0004029	0.05518	0.010066	0.058951
44	34730	420	1.9047e+005	0.12924	0.067641	0.0070529	0.050179	0.067275	0.017304	0.049095	0.04834	0.051068	-0.027217	0.06241	0.025082	0.054388
45	34730	420	1.843e+005	0.12713	0.022865	0.026243	-0.015177	0.032284	0.016218	0.029867	0.050806	0.067271	-0.012285	0.063559	0.025625	0.023258
46	34730	420	14133	0.12534	0.032859	0.014561	-0.0014897	0.04702	0.035842	0.055092	0.023063	0.018236	-0.02245	-0.0040852	0.038362	0.01117
47	34730	420	6.8932e+005	0.12301	0.040223	0.0072617	0.022868	0.045732	0.015772	0.038576	0.034573	0.04154	-0.01147	0.050039	0.014701	0.032217
48	34730	420	32663	0.12461	-0.031113	0.035799	-0.0017872	0.043065	0.035671	0.081441	-0.052496	-0.031428	-0.037285	0.046397	0.0088978	0.0072079
1	34758	421	4162.4	0.11747	0.067061	0.027551	0.0371	0.06377	0.0019421	0.0082413	0.073048	0.033869	0.066322	0.064167	0.015105	0.1044
2	34758	421	1.3484e+005	0.13345	0.028393	0.033984	0.0095874	0.01631	0.002336	-0.014239	0.05687	0.0008153	0.033059	0.036971	0.036043	-0.023887
3	34758	421	1.1989e+005	0.13806	0.02025	0.037678	0.08226	0.0084568	0.025246	-0.017283	0.089016	0.028808	0.054628	-0.0035688	0.037162	0.062414
4	34758	421	31572	0.1295	0.036015	-0.056187	0.050827	0.041358	0.0075725	0.030777	0.034453	0.022053	0.0029675	-0.020674	0.042302	-0.032314
5	34758	421	71812	0.13085	0.078205	0.023757	0.076257	0.025006	-0.033231	0.046814	0.113	0.010148	0.040625	0.039675	0.029585	0.057908
6	34758	421	58732	0.13547	-0.01419	0.02618	0.057995	0.074295	0.095508	-0.021711	0.014807	-0.10867	-0.039435	-0.066742	0.013385	0.0079843
7	34758	421	49590	0.12356	0.031537	0.031847	-0.0016409	0.013766	0.043147	-0.019888	0.0050434	-0.014905	0.035125	-0.039802	0.059965	0.046068
8	34758	421	69798	0.12124	0.016212	-0.024914	0.047356	0.035807	0.037044	0.011852	0.0096177	-0.044671	0.067184	-0.0033554	0.018945	0.029104
9	34758	421	2.7888e+005	0.13123	0.012469	0.036095	0.027454	-0.0009705	0.017473	0.0034152	0.061478	0.010508	0.065512	0.021022	0.043233	-0.0008964
