1040.94,19877,4903.4,6014.2,4308.15,4079.02,9774.68,9950.7,1764.93,10636,5403.53
1059.78,21622,5039.7,6081,4559.13,4341.29,10366.34,10073.97,1689.17,11365,5537.04
1139.45,22497,5203.6,6237,4989.91,4476.06,10697.44,11279.25,1747.99,12932,5832.83
1148.08,22855,5217.4,6417.8,5160.1,4624.58,10542.62,11397.21,1645.97,13578,6372.28
1130.2,22844,5164.8,6237.3,5107.61,4461.87,9997.8,10725.3,1396.61,12721,6927.87
1106.73,22718,5101,6352.8,5039.08,4462.99,10587.83,10482.55,1524.7,14033,6734.44
1147.39,23768,5271.8,6655.2,5397.29,4688.02,11024.94,11032.92,1603.91,13255,7361.86
1076.92,23388,5165.6,6557.6,5041.2,4462.74,11492.54,11497.58,1667.75,13085,7480.74
1067.14,21952,5085.1,6574.8,4818.3,4274.64,11763.7,11301.94,1515.73,12861,7031.64
989.82,20402,4656.4,5979.7,4382.56,3897.99,10621.84,10598.55,1732.76,11139,6460.95
911.62,18643,4246.2,5196.7,3700.14,3415.38,9877.94,10267.36,1651.59,9763,6021.84
916.07,18832,4227.3,5230.5,3712.94,3366.21,9619.3,10043.87,1666.62,10382,6216.43
815.28,16094,3721.8,4783,2769.03,2777.45,9383.29,9072.21,1581.62,8623,5728.46
885.76,17529,4039.7,4949.1,3152.85,3150.04,8640.48,9441.25,1507.5,10168,5967.73
936.31,19042,4169.4,5117.5,3320.32,3326.65,9215.56,10069.87,1434.18,10509,6156.83
879.82,17485,3940.4,4630.8,2892.63,3063.91,8578.95,9321.29,1357.65,11268,6127.09
855.7,16801,3567.4,4422.5,2747.83,2937.88,8339.94,9258.95,1499.82,10941,5954.35
841.15,17116,3655.6,4148.2,2547.05,2754.07,8363.04,9122.66,1511.93,10281,5927.06
848.18,16085,3613.3,4085.6,2423.87,2618.46,7972.71,8634.45,1510.58,11274,5914.03
916.92,17726,3926,4542.7,2942.04,2953.67,7831.42,8717.22,1521.44,12557,6509.88
963.59,18499,4048.1,4630.8,2982.68,2991.75,8424.51,9487.38,1576.26,13422,6699.18
974.5,18360,4031.2,4813.7,3220.58,3084.1,9083.11,9577.12,1486.02,12973,7054.99
990.31,18684,4157,5079.1,3487.86,3210.27,9563.21,10134.83,1476.74,13572,7355.07
1008.01,18821,4161.1,5124.2,3484.58,3311.42,10343.55,10908.99,1421.98,15174,7591.42
995.97,18450,4091.3,5043.5,3256.78,3134.99,10219.05,11229.87,1367.16,16011,7822.48
1050.71,19355,4287.6,5211.4,3655.99,3373.2,10559.59,12190.1,1348.3,17982,8064.83
1058.2,20116,4342.6,5317.5,3745.95,3424.79,10100.57,12317.47,1397.23,20184,8554.48
1111.92,19922,4476.9,5487.8,3965.16,3557.9,10676.64,12575.94,1497.04,22236,8795.28
1131.13,20561,4390.7,5736.4,4058.6,3638.44,10783.61,13289.37,1590.73,21851,9428.77
1144.94,20778,4492.2,5798.4,4018.16,3725.44,11041.92,13907.03,1675.07,21755,9991.8
1126.21,20352,4385.7,5618.6,3856.7,3625.23,11715.39,12681.67,1741.62,22142,10517.5
1107.3,21010,4489.7,5774.4,3985.21,3674.28,11761.79,11942.96,1595.59,19607,9948.13
1120.68,20556,4430.7,5627.1,3921.41,3669.63,11236.37,12198.24,1555.91,19545,10036.29
1140.84,21113,4464.1,5619.1,4052.73,3732.99,11858.87,12285.75,1399.16,21149,10281.82
1101.72,20745,4413.1,5547.2,3895.61,3647.1,11325.78,12238.03,1386.2,22337,10116.39
1104.24,20378,4459.3,5421.7,3785.21,3594.28,11081.79,12850.28,1342.06,22803,10264.32
1114.58,21045,4570.8,5465.3,3892.9,3640.61,10823.57,13120.03,1396.7,23245,10957.37
1130.2,21715,4624.2,5363.4,3960.25,3706.82,10771.42,13054.66,1320.54,23052,11564.35
1173.82,22379,4703.2,5444.2,4126,3753.75,10899.25,14060.05,1340.77,25128,12102.55
1211.92,23534,4814.3,5693.2,4256.08,3821.16,11488.76,14230.14,1266.5,26196,12917.88
1181.27,24091,4852.3,5771.4,4254.85,3913.69,11387.59,13721.69,1191.82,24351,13097.12
1203.6,24392,4968.5,5931.3,4350.49,4027.16,11740.6,14195.35,1306,28139,13789.46
1180.59,24642,4894.4,5929.7,4348.77,4067.78,11668.95,13516.88,1181.24,26611,12676.9
1156.85,23631,4801.7,5870.8,4184.84,3911.71,11008.9,13908.97,1159.15,24844,12322.99
1191.5,24264,4964,6127.2,4460.63,4120.73,11276.59,13867.07,1060.74,25207,12964.39
1191.33,24736,5113.2,6253.1,4586.28,4229.35,11584.01,14201.06,1080.94,25051,13486.13
1234.18,25772,5282.3,6600.9,4886.5,4451.74,11899.6,14880.98,1083.03,26042,14409.66
1220.33,25682,5296.9,6517.2,4829.69,4399.36,12413.6,14903.55,1162.8,28045,14243.19
1228.81,26846,5477.7,6898.9,5044.12,4600.02,13574.3,15428.52,1155.61,31584,16120.08
1207.01,25061,5317.3,7036.6,4929.07,4436.45,13606.5,14386.37,1092.82,30194,15759.73
1249.48,25909,5423.2,7407.5,5193.4,4567.41,14872.15,14937.14,1099.26,31917,16830.96
1248.29,26778,5618.8,7583.9,5408.26,4715.23,16111.43,14876.43,1161.06,33456,17802.71
1280.08,27811,5760.3,7810.9,5674.15,4947.99,16649.82,15753.14,1258.05,38383,18907.1
1280.66,28784,5791.5,7892.6,5796.04,5000.45,16205.43,15918.48,1299.03,38610,18706.32
1294.87,29309,5964.6,8023.3,5970.08,5220.85,17059.66,15805.04,1298.3,37952,19272.63
1310.61,29422,6023.1,8047.3,6009.89,5188.4,16906.23,16661.3,1440.22,40363,20646.19
1270.09,27923,5723.8,7604.4,5692.86,4930.18,15467.33,15857.89,1641.3,36530,18677.92
1270.2,27886,5833.4,7652.1,5683.31,4965.96,15505.18,16267.62,1672.21,36631,19147.17
1276.66,28086,5928.3,7941.8,5681.97,5009.42,15456.81,16971.34,1612.73,37077,20095.93
1303.82,29036,5906.1,8168,5859.57,5165.04,16140.76,17392.27,1658.64,36232,21049.35
1294.02,29063,5858.1,8126.1,5773.72,5060.09,16012.41,17096.44,1672.12,36710,20833.23
